2026-01-30 18:19:06 | INFO     | video_dl_gui | Adding URL: https://artefactoschool.online/pl/teach/control/lesson/view?id=290224491&editMod
2026-01-30 18:19:06 | INFO     | video_dl_gui | [e4239030] Starting analyze worker for: https://artefactoschool.online/pl/teach/control/lesson/view?id=290224491&editMod
2026-01-30 18:19:06 | INFO     | video_dl_gui | [e4239030] Phase 1: Analyzing URL
2026-01-30 18:19:06 | DEBUG    | video_dl_gui | [e4239030] Creating VimeoDownloader (skip_cookies=False)
2026-01-30 18:19:06 | DEBUG    | video_dl_gui | [e4239030] Calling downloader.analyze()
2026-01-30 18:19:07 | INFO     | video_dl_gui | Removing item: f9f0c1ef
2026-01-30 18:19:07 | INFO     | video_dl_gui | [f9f0c1ef] Cancel requested
2026-01-30 18:19:08 | INFO     | video_dl_gui | Start button clicked
2026-01-30 18:19:19 | ERROR    | video_dl_gui | [e4239030] Error: Failed to analyze video URL
2026-01-30 18:19:33 | INFO     | video_dl_gui | Removing item: e4239030
2026-01-30 18:19:33 | INFO     | video_dl_gui | [e4239030] Cancel requested
2026-01-30 18:23:10 | INFO     | video_dl_gui | Adding URL: https://vh-api-1-de.gceuproxy.com/api/playlist/master/ab2ef9780aa589f69c80c00868
2026-01-30 18:23:10 | INFO     | video_dl_gui | [57ca61f6] Starting analyze worker for: https://vh-api-1-de.gceuproxy.com/api/playlist/master/ab2ef9780aa589f69c80c00868
2026-01-30 18:23:10 | INFO     | video_dl_gui | [57ca61f6] Phase 1: Analyzing URL
2026-01-30 18:23:10 | DEBUG    | video_dl_gui | [57ca61f6] Creating VimeoDownloader (skip_cookies=False)
2026-01-30 18:23:10 | DEBUG    | video_dl_gui | [57ca61f6] Calling downloader.analyze()
2026-01-30 18:23:16 | INFO     | video_dl_gui | [57ca61f6] Detected platform: getcourse, video_only: False
2026-01-30 18:23:16 | INFO     | video_dl_gui | [57ca61f6] Analysis complete (analyze_only mode)
2026-01-30 18:23:16 | INFO     | video_dl_gui | [57ca61f6] Starting download for analyzed item
2026-01-30 18:23:16 | INFO     | video_dl_gui | [57ca61f6] Phase 2: Starting download
2026-01-30 18:23:16 | INFO     | video_dl_gui | [57ca61f6] Executing command: C:\Python313\python.exe -m yt_dlp -N 32 --no-warnings --progress --newline --cookies-from-browser chrome:Default --merge-output-format mp4 --downloader native --paths temp://TRUENAS/Tutorials/.downloa...
2026-01-30 18:23:16 | DEBUG    | video_dl_gui | [57ca61f6] Full command: C:\Python313\python.exe -m yt_dlp -N 32 --no-warnings --progress --newline --cookies-from-browser chrome:Default --merge-output-format mp4 --downloader native --paths temp://TRUENAS/Tutorials/.downloading -o //TRUENAS/Tutorials/getcourse_20260130_182316.%(ext)s https://vh-api-1-de.gceuproxy.com/api/playlist/master/ab2ef9780aa589f69c80c00868d1203c/9c35fb61dcdfe00fb6531f01f709b372?user-cdn=cdnvideo&acc-id=165216&user-id=471356212&loc-mode=ru&version=mst-a48edb1e42884ec5006adc62b857f1a1&consumer=vod&jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyLWlkIjo0NzEzNTYyMTJ9.k3Q6CNsbM39n7ELfI2RwspmFsIJqH97zE2uVPf5qtcQ&plck=mst-a48edb1e42884ec5006adc62b857f1a1&pldm=defn1
2026-01-30 18:23:16 | DEBUG    | video_dl_gui | [57ca61f6] Process started with PID: 42604
2026-01-30 18:23:17 | ERROR    | video_dl_gui | [57ca61f6] yt-dlp: ERROR: Could not copy Chrome cookie database. See  https://github.com/yt-dlp/yt-dlp/issues/7271  for more info
2026-01-30 18:23:17 | ERROR    | video_dl_gui | [57ca61f6] yt-dlp: ERROR: Could not copy Chrome cookie database. See  https://github.com/yt-dlp/yt-dlp/issues/7271  for more info
2026-01-30 18:23:17 | INFO     | video_dl_gui | [57ca61f6] Process exited with code: 1
2026-01-30 18:23:17 | ERROR    | video_dl_gui | [57ca61f6] Download failed. Last 10 lines of output:
2026-01-30 18:23:17 | ERROR    | video_dl_gui | [57ca61f6]   [generic] Extracting URL: https://vh-api-1-de.gceuproxy.com/api/playlist/master/ab2ef9780aa589f69c80c00868d1203c/9c35fb61dc...2b857f1a1&pldm=defn1
2026-01-30 18:23:17 | ERROR    | video_dl_gui | [57ca61f6]   [generic] 9c35fb61dcdfe00fb6531f01f709b372?user-cdn=cdnvideo&acc-id=165216&user-id=471356212&loc-mode=ru&version=mst-a48edb1e42884ec5006adc62b857f1a1&consumer=vod&jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyLWlkIjo0NzEzNTYyMTJ9: Downloading webpage
2026-01-30 18:23:17 | ERROR    | video_dl_gui | [57ca61f6]   Extracting cookies from chrome
2026-01-30 18:23:17 | ERROR    | video_dl_gui | [57ca61f6]   ERROR: Could not copy Chrome cookie database. See  https://github.com/yt-dlp/yt-dlp/issues/7271  for more info
2026-01-30 18:23:17 | ERROR    | video_dl_gui | [57ca61f6]   ERROR: Could not copy Chrome cookie database. See  https://github.com/yt-dlp/yt-dlp/issues/7271  for more info
2026-01-30 18:23:17 | ERROR    | video_dl_gui | [57ca61f6] Error: Download failed (yt-dlp returned non-zero exit code)
2026-01-30 18:23:22 | INFO     | video_dl_gui | Settings changed
2026-01-30 18:23:24 | INFO     | video_dl_gui | Start button clicked
2026-01-30 18:23:27 | INFO     | video_dl_gui | Removing item: 57ca61f6
2026-01-30 18:23:27 | INFO     | video_dl_gui | [57ca61f6] Cancel requested
2026-01-30 18:23:29 | INFO     | video_dl_gui | Adding URL: https://vh-api-1-de.gceuproxy.com/api/playlist/master/ab2ef9780aa589f69c80c00868
2026-01-30 18:23:29 | INFO     | video_dl_gui | [e0a96425] Starting analyze worker for: https://vh-api-1-de.gceuproxy.com/api/playlist/master/ab2ef9780aa589f69c80c00868
2026-01-30 18:23:29 | INFO     | video_dl_gui | [e0a96425] Phase 1: Analyzing URL
2026-01-30 18:23:29 | DEBUG    | video_dl_gui | [e0a96425] Creating VimeoDownloader (skip_cookies=True)
2026-01-30 18:23:29 | DEBUG    | video_dl_gui | [e0a96425] Calling downloader.analyze()
2026-01-30 18:23:29 | INFO     | video_dl_gui | [e0a96425] Detected platform: getcourse, video_only: False
2026-01-30 18:23:29 | INFO     | video_dl_gui | [e0a96425] Analysis complete (analyze_only mode)
2026-01-30 18:23:29 | INFO     | video_dl_gui | [e0a96425] Starting download for analyzed item
2026-01-30 18:23:29 | INFO     | video_dl_gui | [e0a96425] Phase 2: Starting download
2026-01-30 18:23:29 | INFO     | video_dl_gui | [e0a96425] Executing command: C:\Python313\python.exe -m yt_dlp -N 32 --no-warnings --progress --newline --no-cookies-from-browser --merge-output-format mp4 --downloader native --paths temp://TRUENAS/Tutorials/.downloading -o //TR...
2026-01-30 18:23:29 | DEBUG    | video_dl_gui | [e0a96425] Full command: C:\Python313\python.exe -m yt_dlp -N 32 --no-warnings --progress --newline --no-cookies-from-browser --merge-output-format mp4 --downloader native --paths temp://TRUENAS/Tutorials/.downloading -o //TRUENAS/Tutorials/getcourse_20260130_182329.%(ext)s https://vh-api-1-de.gceuproxy.com/api/playlist/master/ab2ef9780aa589f69c80c00868d1203c/9c35fb61dcdfe00fb6531f01f709b372?user-cdn=cdnvideo&acc-id=165216&user-id=471356212&loc-mode=ru&version=mst-a48edb1e42884ec5006adc62b857f1a1&consumer=vod&jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyLWlkIjo0NzEzNTYyMTJ9.k3Q6CNsbM39n7ELfI2RwspmFsIJqH97zE2uVPf5qtcQ&plck=mst-a48edb1e42884ec5006adc62b857f1a1&pldm=defn1
2026-01-30 18:23:29 | DEBUG    | video_dl_gui | [e0a96425] Process started with PID: 11156
2026-01-30 18:24:01 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1561193 bytes read, 66135 more expected. Retrying (1/10)...
2026-01-30 18:24:02 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1311201 bytes read, 550751 more expected. Retrying (1/10)...
2026-01-30 18:24:02 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1274130 bytes read, 333082 more expected. Retrying (1/10)...
2026-01-30 18:24:02 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1767076 bytes read, 77204 more expected. Retrying (1/10)...
2026-01-30 18:24:02 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1589756 bytes read, 88708 more expected. Retrying (1/10)...
2026-01-30 18:24:02 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1617909 bytes read, 81799 more expected. Retrying (1/10)...
2026-01-30 18:24:02 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1474242 bytes read, 188994 more expected. Retrying (1/10)...
2026-01-30 18:24:03 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1061284 bytes read, 480880 more expected. Retrying (1/10)...
2026-01-30 18:24:03 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1327032 bytes read, 274352 more expected. Retrying (1/10)...
2026-01-30 18:24:03 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1339986 bytes read, 302570 more expected. Retrying (1/10)...
2026-01-30 18:24:04 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 874199 bytes read, 809905 more expected. Retrying (1/10)...
2026-01-30 18:24:25 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1927965 bytes read, 164851 more expected. Retrying (1/10)...
2026-01-30 18:24:30 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1161755 bytes read, 820705 more expected. Retrying (1/10)...
2026-01-30 18:24:34 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1702760 bytes read, 28720 more expected. Retrying (1/10)...
2026-01-30 18:24:34 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1642115 bytes read, 78085 more expected. Retrying (1/10)...
2026-01-30 18:24:36 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1077400 bytes read, 487136 more expected. Retrying (1/10)...
2026-01-30 18:24:49 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1571246 bytes read, 360454 more expected. Retrying (1/10)...
2026-01-30 18:24:49 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1333107 bytes read, 240265 more expected. Retrying (1/10)...
2026-01-30 18:24:50 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1242382 bytes read, 487218 more expected. Retrying (1/10)...
2026-01-30 18:24:50 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1335920 bytes read, 150220 more expected. Retrying (1/10)...
2026-01-30 18:24:51 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1474251 bytes read, 797 more expected. Retrying (1/10)...
2026-01-30 18:24:52 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1336024 bytes read, 92588 more expected. Retrying (1/10)...
2026-01-30 18:24:52 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1358057 bytes read, 221331 more expected. Retrying (1/10)...
2026-01-30 18:24:55 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1536509 bytes read, 14679 more expected. Retrying (1/10)...
2026-01-30 18:24:56 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1193890 bytes read, 259538 more expected. Retrying (1/10)...
2026-01-30 18:24:57 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1556053 bytes read, 179187 more expected. Retrying (1/10)...
2026-01-30 18:24:59 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1190037 bytes read, 373183 more expected. Retrying (1/10)...
2026-01-30 18:25:00 | ERROR    | video_dl_gui | [e0a96425] yt-dlp: [download] Got error: 1008017 bytes read, 484327 more expected. Retrying (1/10)...
2026-01-30 18:25:15 | INFO     | video_dl_gui | [e0a96425] Process exited with code: 0
2026-01-30 18:25:15 | INFO     | video_dl_gui | [e0a96425] Download completed successfully
2026-01-30 18:26:17 | INFO     | video_dl_gui | Adding URL: https://vh-api-1-de.gceuproxy.com/api/playlist/master/fedd487369390460b03e530c20
2026-01-30 18:26:17 | INFO     | video_dl_gui | [64e2ab6a] Starting analyze worker for: https://vh-api-1-de.gceuproxy.com/api/playlist/master/fedd487369390460b03e530c20
2026-01-30 18:26:17 | INFO     | video_dl_gui | [64e2ab6a] Phase 1: Analyzing URL
2026-01-30 18:26:17 | DEBUG    | video_dl_gui | [64e2ab6a] Creating VimeoDownloader (skip_cookies=True)
2026-01-30 18:26:17 | DEBUG    | video_dl_gui | [64e2ab6a] Calling downloader.analyze()
2026-01-30 18:26:17 | INFO     | video_dl_gui | [64e2ab6a] Detected platform: getcourse, video_only: False
2026-01-30 18:26:17 | INFO     | video_dl_gui | [64e2ab6a] Analysis complete (analyze_only mode)
2026-01-30 18:26:17 | INFO     | video_dl_gui | [64e2ab6a] Starting download for analyzed item
2026-01-30 18:26:17 | INFO     | video_dl_gui | [64e2ab6a] Phase 2: Starting download
2026-01-30 18:26:17 | INFO     | video_dl_gui | [64e2ab6a] Executing command: C:\Python313\python.exe -m yt_dlp -N 32 --no-warnings --progress --newline --no-cookies-from-browser --merge-output-format mp4 --downloader native --paths temp://TRUENAS/Tutorials/.downloading -o //TR...
2026-01-30 18:26:17 | DEBUG    | video_dl_gui | [64e2ab6a] Full command: C:\Python313\python.exe -m yt_dlp -N 32 --no-warnings --progress --newline --no-cookies-from-browser --merge-output-format mp4 --downloader native --paths temp://TRUENAS/Tutorials/.downloading -o //TRUENAS/Tutorials/getcourse_20260130_182617.%(ext)s https://vh-api-1-de.gceuproxy.com/api/playlist/master/fedd487369390460b03e530c208fdea0/1fb7a3a0eedc3cfa981826d94a7823cd?user-cdn=cdnvideo&acc-id=165216&user-id=471356212&loc-mode=ru&version=mst-0f4de5fe7c9af7028c13f999147b23de&consumer=vod&jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyLWlkIjo0NzEzNTYyMTJ9.k3Q6CNsbM39n7ELfI2RwspmFsIJqH97zE2uVPf5qtcQ&plck=mst-0f4de5fe7c9af7028c13f999147b23de&pldm=defn1
2026-01-30 18:26:17 | DEBUG    | video_dl_gui | [64e2ab6a] Process started with PID: 8268
